Station,Sediment sample,Latitude Degrees,Latitude Minutes,Latitude Seconds,North/South,Longitude Degrees,Longitude Minutes,Longitude Seconds,East/West,Decimal Longitude,Decimal Latitude,Location,FAOarea,Water body,Sea Area,Place,Date,Gear,Depth (fathoms),Bottom water temperature (C),Bottom temp (F),Bottom water depth D (fathoms),Specific Gravity at bottom,Surface temp (C),Surface temp (F),Specific Gravity at surface,Temp (F) at 10 Fathoms,Temp (F) at 20 Fathoms,Temp (F) at 25 Fathoms,Temp (F) at 30 Fathoms,Temp (F) at 40 Fathoms,Temp (F) at 50 Fathoms,Temp (F) at 60 Fathoms,Temp (F) at 70 Fathoms,Temp (F) at 75 Fathoms,Temp (F) at 80 Fathoms,Temp (F) at 90 Fathoms,Temp (F) at 100 Fathoms,Temp (F) at 110 Fathoms,Temp (F) at 120 Fathoms,Temp (F) at 125 Fathoms,Temp (F) at 130 Fathoms,Temp (F) at 140 Fathoms,Temp (F) at 150 Fathoms,Temp (F) at 160 Fathoms,Temp (F) at 170 Fathoms,Temp (F) at 175 Fathoms,Temp (F) at 180 Fathoms,Temp (F) at 190 Fathoms,Temp (F) at 200 Fathoms,Temp (F) at 225 Fathoms,Temp (F) at 250 Fathoms,Temp (F) at 275 Fathoms,Temp (F) at 300 Fathoms,Temp (F) at 400 Fathoms,Temp (F) at 500 Fathoms,Temp (F) at 600 Fathoms,Temp (F) at 700 Fathoms,Temp (F) at 800 Fathoms,Temp (F) at 900 Fathoms,Temp (F) at 1000 Fathoms,Temp (F) at 1100 Fathoms,Temp (F) at 1200 Fathoms,Temp (F) at 1300 Fathoms,Temp (F) at 1330 Fathoms,Temp (F) at 1400 Fathoms,Temp (F) at 1450 Fathoms,Temp (F) at 1500 Fathoms,Temp (F) at 1530 Fathoms,Temp (F) at 1580 Fathoms,Temp (F) at 1600 Fathoms,Temp (F) at 1650 Fathoms,Temp (F) at 1700 Fathoms,Temp (F) at 1725 Fathoms,Temp (F) at 1730 Fathoms,Temp (F) at 1775 Fathoms,Temp (F) at 1780 Fathoms,Temp (F) at 1800 Fathoms,Temp (F) at 1825 Fathoms,Temp (F) at 1850 Fathoms,Temp (F) at 1900 Fathoms,Temp (F) at 1915 Fathoms,Temp (F) at 1980 Fathoms,Temp (F) at 2000 Fathoms,Temp (F) at 2025 Fathoms,Temp (F) at 2100 Fathoms,Temp (F) at 2125 Fathoms,Temp (F) at 2180 Fathoms,Temp (F) at 2200 Fathoms,Temp (F) at 2225 Fathoms,Temp (F) at 2270 Fathoms,Temp (F) at 2300 Fathoms,Temp (F) at 2325 Fathoms,Temp (F) at 2400 Fathoms,Temp (F) at 2425 Fathoms,Temp (F) at 2440 Fathoms,Temp (F) at 2500 Fathoms,Temp (F) at 2525 Fathoms,Temp (F) at 2600 Fathoms,Temp (F) at 2625 Fathoms,Temp (F) at 2650 Fathoms,Temp (F) at 2675 Fathoms,Temp (F) at 2700 Fathoms,Temp (F) at 2775 Fathoms,Temp (F) at 2800 Fathoms,Temp (F) at 2900 Fathoms
139,Globigerina ooze,35,35,0,S,16,9,0,E,16.15,-35.583333333333336,Off SW of Cape of Good Hope,47,Southeast Atlantic Ocean,,South Africa,27/10/1873,,2325.0,1.1666666666666674,34.1,2325.0,1.02791,13.444444444444446,56.2,1.0266,56.2,56.0,,55.0,52.9,52.3,52.1,52.0,,51.8,51.6,51.5,,51.5,,,,47.3,,,,,,45.8,,44.0,,41.0,38.0,37.5,,37.2,,37.0,,36.8,,36.6,,,,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Globigerina ooze,35,0,0,S,17,57,0,E,17.95,-35.0,Off SW of Cape of Good Hope,47,Southeast Atlantic Ocean,,South Africa,28/10/1873,,1250.0,,,,,15.0,59.0,,58.7,58.4,,58.1,56.9,54.6,53.3,53.0,,53.0,53.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Green sand,34,41,0,S,18,36,0,E,18.6,-34.68333333333333,South of Cape of Good Hope,47,Southeast Atlantic Ocean,,South Africa,17/12/1873,Dredge,98.0,9.722222222222221,49.5,,,19.166666666666668,66.5,,66.2,65.3,,63.9,59.8,54.9,52.8,51.4,,50.3,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Green sand,35,4,0,S,18,37,0,E,18.616666666666667,-35.06666666666667,South of Cape of Good Hope,47,Southeast Atlantic Ocean,,South Africa,18/12/1873,Dredge,150.0,8.333333333333334,47.0,150.0,1.02796,18.61111111111111,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Globigerina ooze,36,48,0,S,19,24,0,E,19.4,-36.8,South of Cape of Good Hope,47,Southeast Atlantic Ocean,,South Africa,19/12/1873,Dredge,1900.0,2.000000000000001,35.6,1900.0,1.02811,22.77777777777778,73.0,1.0247,73.0,73.0,,68.5,64.0,59.5,57.7,56.5,,55.0,53.8,52.5,,,,,,,,,,,,46.2,,,,43.0,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Globigerina ooze,45,57,0,S,34,39,0,E,34.65,-45.95,West of Prince Edward Island,58,Antarctic Indian Ocean,,South Africa,24/12/1873,,1570.0,2.1111111111111094,35.8,1570.0,1.02729,6.111111111111111,43.0,1.0268,,,,,,,,,,,,41.6,,,,,,,,,,,,38.5,,,,38.0,37.8,37.6,37.4,37.2,37.0,36.9,36.8,36.6,36.4,36.2,,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144A,Volcanic sand,46,48,0,S,37,49,30,E,37.825,-46.8,North of Marion Island,58,Antarctic Indian Ocean,,South Africa,26/12/1873,Dredge,69.0,,,,,5.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Volcanic sand,46,43,0,S,38,4,30,E,38.075,-46.71666666666667,South-east of Prince Edward Island,58,Antarctic Indian Ocean,,South Africa,27/12/1873,Dredge,140.0,,,,,5.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145A,Volcanic sand,46,41,0,S,38,10,0,E,38.166666666666664,-46.68333333333333,South-east of Prince Edward Island,58,Antarctic Indian Ocean,,South Africa,27/12/1873,Dredge,310.0,,,,,5.277777777777778,41.5,1.0269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Globigerina ooze,46,46,0,S,45,31,0,E,45.516666666666666,-46.766666666666666,North-east of Prince Edward Island,58,Antarctic Indian Ocean,,South Africa,29/12/1873,Trawl,1375.0,2.000000000000001,35.6,1375.0,1.02759,6.111111111111111,43.0,1.02675,,,,,,41.1,,,,,,39.2,,,,,,39.0,,,,,,38.8,,,,,38.3,,37.8,,37.2,,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Diatom ooze,46,16,0,S,48,27,0,E,48.45,-46.266666666666666,West of Crozet Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,30/12/1873,Trawl,1600.0,1.2222222222222239,34.2,1600.0,1.02759,5.0,41.0,1.02692,,,,,,40.0,,,,,,37.4,,,,,,,,,,,,37.1,,,,,36.4,,36.2,,36.0,,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147A,Diatom ooze,46,45,0,S,50,42,0,E,50.7,-46.75,Crozet Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,01/01/1874,,600.0,,,,,5.555555555555555,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Hard ground,46,47,0,S,51,37,0,E,51.61666666666667,-46.78333333333333,Crozet Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,03/01/1874,Dredge,210.0,,,,,5.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148A,"Hard ground, shells and gravel",46,53,0,S,51,52,0,E,51.86666666666667,-46.88333333333333,Crozet Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,03/01/1874,Dredge,550.0,,,,,5.0,41.0,1.02683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Green mud,49,8,0,S,70,12,0,E,70.2,-49.13333333333333,Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,09/01/1874,Dredge,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149A,Green mud,49,8,0,S,70,9,0,E,70.15,-49.13333333333333,Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,14/01/1874,Dredge,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149B,Green mud,49,28,0,S,70,30,0,E,70.5,-49.46666666666667,Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,17/01/1874,Dredge,25.0,,,,,4.722222222222222,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149C,Green mud,49,32,0,S,70,0,0,E,70.0,-49.53333333333333,Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,19/01/1874,Dredge,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149D,Green mud,49,28,0,S,70,13,0,E,70.21666666666667,-49.46666666666667,Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,20/01/1874,Dredge,28.0,,,,,5.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149E,Green mud,49,37,0,S,70,16,0,E,70.26666666666667,-49.61666666666667,Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,21/01/1874,Dredge,30.0,,,,,-17.77777777777778,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149F,Green mud,48,55,0,S,69,31,0,E,69.51666666666667,-48.916666666666664,Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,27/01/1874,Dredge,95.0,,,,,5.38888888888889,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149G,Green mud,48,50,0,S,69,18,0,E,69.3,-48.833333333333336,Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,29/01/1874,Dredge,110.0,,,,,4.555555555555557,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149H,Green mud,48,45,0,S,69,14,0,E,69.23333333333333,-48.75,Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,29/01/1874,Dredge,127.0,,,,,4.333333333333331,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149J,Green mud,48,43,0,S,69,15,0,E,69.25,-48.71666666666667,Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,29/01/1874,Dredge,105.0,,,,,3.888888888888889,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149K,Green mud,48,40,0,S,69,6,0,E,69.1,-48.666666666666664,Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,29/01/1874,Dredge,45.0,,,,,3.888888888888889,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Coarse gravel,52,4,0,S,71,22,0,E,71.36666666666666,-52.06666666666667,South of Kerguelen Island,58,Antarctic Indian Ocean,,French Southern and Antarctic Lands,02/02/1874,Dredge,150.0,1.7777777777777792,35.2,,,3.0555555555555554,37.5,,,,,,,36.3,,,,,,35.2,,,,,,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Volcanic mud,52,59,30,S,73,33,30,E,73.55833333333334,-52.99166666666667,Heard Island,58,Antarctic Indian Ocean,,Australian Territory,07/02/1874,Dredge,75.0,,,,,2.333333333333335,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Diatom ooze,60,52,0,S,80,20,0,E,80.33333333333333,-60.86666666666667,"Off Prince Elizabeth Land, Antarctica",58,Antarctic Indian Ocean,,Antarctica,11/02/1874,Trawl,1260.0,,,1260.0,,1.3888888888888888,34.5,1.02721,34.0,33.5,,,,32.2,32.2,32.2,32.2,32.2,32.2,32.0,,,,,,35.0,,,,,,35.3,,,,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Blue mud,65,42,0,S,79,49,0,E,79.81666666666666,-65.7,"Off Prince Elizabeth Land, Antarctica",58,Antarctic Indian Ocean,,Antarctica,14/02/1874,Dredge,1675.0,,,1675.0,,-1.3888888888888888,29.5,1.02632,,,,,,29.0,,,,,,29.0,,,,,,,,,,,,30.5,,,,32.0,,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Blue mud,64,37,0,S,85,49,0,E,85.81666666666666,-64.61666666666666,"Off Prince Elizabeth Land, Antarctica",58,Antarctic Indian Ocean,,Antarctica,19/02/1874,,1800.0,,,1800.0,,0.0,32.0,,,,,,,29.2,,,,,,29.0,,,,,,,,,,,,,,,,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Blue mud,64,18,0,S,94,47,0,E,94.78333333333333,-64.3,"Off Queen Mary Land, Antarctica",58,Antarctic Indian Ocean,,Antarctica,23/02/1874,Dredge,1300.0,,,,,-0.5555555555555556,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Diatom ooze,62,26,0,S,95,44,0,E,95.73333333333333,-62.43333333333333,"Off Queen Mary Land, Antarctica",58,Antarctic Indian Ocean,,Antarctica,26/02/1874,Trawl,1975.0,,,1975.0,,0.5555555555555556,33.0,1.02721,,,,,,,,,,,,31.9,,,,,,34.0,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Diatom ooze,53,55,0,S,108,35,0,E,108.58333333333333,-53.916666666666664,Indian Antarctic Ridge,57,Eastern Indian Ocean,,,03/03/1874,Trawl,1950.0,0.055555555555556344,32.1,1950.0,1.02776,2.8888888888888906,37.2,1.02708,36.8,36.8,,36.6,36.6,36.6,36.6,33.0,,32.5,32.5,32.5,,,,,,,,,,,,,,,,33.0,32.6,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Globigerina ooze,50,1,0,S,123,4,0,E,123.06666666666666,-50.016666666666666,Indian Antarctic Ridge,57,Eastern Indian Ocean,,,07/03/1874,Trawl,1800.0,0.8333333333333333,33.5,1800.0,1.02776,7.222222222222222,45.0,1.02672,,,,,,44.5,,,,,,43.4,,,,,,42.3,,,,,,41.3,,,,39.5,38.2,37.0,36.3,36.0,36.0,36.0,36.0,36.0,35.7,35.3,,35.0,,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Globigerina ooze,47,25,0,S,130,22,0,E,130.36666666666667,-47.416666666666664,Indian Antarctic Ridge,57,Eastern Indian Ocean,,,10/03/1874,Trawl,2150.0,1.3888888888888888,34.5,2150.0,1.02773,10.833333333333334,51.5,1.02665,,,,,,50.0,,,,,,49.0,,,,,,48.1,,,,,,47.4,,,,47.2,46.9,44.8,41.8,39.4,38.3,37.9,37.7,37.5,37.3,37.1,,36.9,,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Red clay,42,42,0,S,134,10,0,E,134.16666666666666,-42.7,South Australian Basin,57,Eastern Indian Ocean,,Australia,13/03/1874,Trawl,2600.0,1.0555555555555547,33.9,2600.0,1.0278,12.777777777777777,55.0,1.02627,,,,,,51.8,,,,,,48.5,,,,,,47.9,,,,,,47.7,,47.5,,47.2,44.9,41.6,38.5,37.0,36.8,36.6,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Shelly sand,38,22,30,S,144,36,30,E,144.60833333333332,-38.375,"Entrance of Port Phillip Bay, Australia",57,Eastern Indian Ocean,,Australia,01/04/1874,Trawl,33.0,,,,,17.5,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Shelly sand,39,10,30,S,146,37,0,E,146.61666666666667,-39.175,"Off Port Jackson, South Australia",57,Southwest Pacific Ocean,Tasman Sea,Australia,02/04/1874,Dredge,38.0,,,,,17.333333333333336,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Globigerina ooze,36,57,0,S,150,34,0,E,150.56666666666666,-36.95,"NE of Cape Howe, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,02/04/1874,,2200.0,1.3888888888888888,34.5,2200.0,1.02809,22.22222222222222,72.0,1.02481,,,,,,65.2,,,,,,59.3,,,,,,54.9,,,,,,51.4,,49.2,,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163A,Green mud?,36,59,0,S,150,20,0,E,150.33333333333334,-36.983333333333334,"NE of Cape Howe, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,04/04/1874,Dredge,150.0,,,,,21.666666666666668,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163B,,33,51,15,S,151,22,15,E,151.37083333333334,-33.85416666666667,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,03/06/1874,Dredge,35.0,17.22222222222222,63.0,,,20.555555555555554,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163C,Hard ground,33,55,0,S,151,35,0,E,151.58333333333334,-33.916666666666664,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,12/06/1874,,85.0,16.944444444444443,62.5,,,19.72222222222222,67.5,1.02541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163D,Green sand,33,57,30,S,151,39,15,E,151.65416666666667,-33.958333333333336,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,12/06/1874,,120.0,,,,,20.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163E,Green sand,34,0,15,S,151,44,15,E,151.7375,-34.00416666666667,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,12/06/1874,,290.0,,,,,21.222222222222225,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163F,Green mud,34,3,15,S,151,51,30,E,151.85833333333332,-34.05416666666667,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,12/06/1874,,650.0,4.8888888888888875,40.8,,,21.222222222222225,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Green mud,34,8,0,S,152,0,0,E,152.0,-34.13333333333333,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,12/06/1874,,950.0,2.5,36.5,,,20.833333333333332,69.5,1.02518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164A,Green mud,34,9,0,S,151,55,0,E,151.91666666666666,-34.15,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,13/06/1874,,1200.0,,,,,21.222222222222225,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164B,Green mud,34,13,0,S,151,38,0,E,151.63333333333333,-34.21666666666667,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,13/06/1874,Trawl,410.0,,,,,20.555555555555554,69.0,1.02512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164C,Green mud,34,19,0,S,151,31,0,E,151.51666666666668,-34.31666666666667,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,13/06/1874,Dredge,400.0,4.444444444444445,40.0,,,19.444444444444443,67.0,,68.0,67.8,,67.6,67.2,66.3,65.3,64.2,,63.0,61.8,60.7,,,,,,,,,,,,55.0,,,,48.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164D,,34,3,0,S,152,20,0,E,152.33333333333334,-34.05,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,14/06/1874,,2100.0,,,,,19.72222222222222,67.5,,,63.2,,,63.0,,59.5,,,56.0,,52.6,,,,,,,,,,,,48.2,,,,45.1,42.8,40.4,38.9,37.8,37.2,36.9,36.6,36.3,36.0,35.7,,35.4,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164E,,34,27,0,S,154,57,0,E,154.95,-34.45,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,16/06/1874,,2550.0,,,,,17.77777777777778,64.0,1.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Red clay,34,50,0,S,155,28,0,E,155.46666666666667,-34.833333333333336,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,17/06/1874,Dredge,2600.0,1.3888888888888888,34.5,2600.0,1.02801,18.055555555555554,64.5,1.02579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165A,Red clay,36,41,0,S,158,29,0,E,158.48333333333332,-36.68333333333333,"Off Sydney, Australia",81,Southwest Pacific Ocean,Tasman Sea,Australia,19/06/1874,,2600.0,1.3333333333333326,34.4,,,16.944444444444443,62.5,,62.8,62.5,,62.5,62.0,60.5,59.2,58.0,,57.0,56.4,55.8,,,,,,,,,,,,50.8,,,,47.0,43.8,41.6,39.8,38.6,37.5,36.9,36.5,36.2,36.0,35.7,,35.4,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165B,Globigerina ooze,37,53,0,S,163,18,0,E,163.3,-37.88333333333333,Tasman Sea,81,Southwest Pacific Ocean,Tasman Sea,,21/06/1874,,1975.0,1.5000000000000016,34.7,1965.0,1.02832,15.277777777777777,59.5,,,59.8,,,59.0,,58.0,,,57.2,,55.9,,,,,,,,,,,,51.2,,,,47.8,44.9,42.5,40.4,38.7,37.5,36.8,36.4,,,,,,,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165C,Globigerina ooze,38,36,0,S,166,39,0,E,166.65,-38.6,Tasman Sea,81,Southwest Pacific Ocean,Tasman Sea,,22/06/1874,,1100.0,2.4444444444444438,36.4,1100.0,1.02795,14.555555555555557,58.2,,,58.1,,,57.8,,57.4,,,56.6,,55.9,,,,,,,,,,,,52.2,,,,48.5,45.3,42.0,39.8,38.2,37.4,36.9,36.5,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Globigerina ooze,38,50,0,S,169,20,0,E,169.33333333333334,-38.833333333333336,"Off Cape Farewell, west of New Zealand",81,Southwest Pacific Ocean,Tasman Sea,New Zealand,23/06/1874,Trawl,275.0,10.444444444444443,50.8,275.0,1.02772,14.722222222222221,58.5,1.02644,,,,,,58.5,,,,,,56.5,,,,,,54.7,,,,,,52.7,,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166A,,38,57,0,S,170,10,45,E,170.17916666666665,-38.95,"Off Cape Farewell, west of New Zealand",81,Southwest Pacific Ocean,Tasman Sea,New Zealand,23/06/1874,,350.0,,,,,14.722222222222221,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166B,Globigerina ooze,39,8,0,S,170,43,0,E,170.71666666666667,-39.13333333333333,"Off Cape Farewell, west of New Zealand",81,Southwest Pacific Ocean,Tasman Sea,New Zealand,23/06/1874,,400.0,,,,,14.722222222222221,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166C,Globigerina ooze,39,21,0,S,171,28,0,E,171.46666666666667,-39.35,"Off Cape Farewell, west of New Zealand",81,Southwest Pacific Ocean,Tasman Sea,New Zealand,24/06/1874,,400.0,,,,,14.444444444444445,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
